Good\198.bmp  1  0 0 210 287
Good\199.bmp  1  0 0 400 541
Good\2.bmp  1  0 0 237 266
Good\20.bmp  1  0 0 214 314
Good\200.bmp  1  0 0 201 272
Good\201.bmp  1  0 0 468 562
Good\202.bmp  1  0 0 331 548
Good\203.bmp  1  0 0 390 500
Good\204.bmp  1  0 0 390 500
Good\205.bmp  1  0 0 468 532
Good\206.bmp  1  0 0 345 528
Good\207.bmp  1  0 0 475 353
Good\208.bmp  1  0 0 425 466
Good\209.bmp  1  0 0 410 632
Good\21.bmp  1  0 0 214 314
Good\210.bmp  1  0 0 211 263
Good\211.bmp  1  0 0 183 295
Good\212.bmp  1  0 0 435 545
Good\213.bmp  1  0 0 435 545
Good\214.bmp  1  0 0 404 474
Good\215.bmp  1  0 0 412 479
Good\216.bmp  1  0 0 446 584
Good\217.bmp  1  0 0 391 564
Good\218.bmp  1  0 0 378 568
Good\219.bmp  1  0 0 442 580
Good\22.bmp  1  0 0 234 308
Good\220.bmp  1  0 0 348 591
Good\221.bmp  1  0 0 351 558
Good\222.bmp  1  0 0 225 268
Good\223.bmp  1  0 0 183 295
Good\224.bmp  1  0 0 197 251
Good\225.bmp  1  0 0 351 558
Good\226.bmp  1  0 0 330 566
Good\227.bmp  1  0 0 427 510
Good\228.bmp  1  0 0 347 514
Good\229.bmp  1  0 0 319 558
Good\23.bmp  1  0 0 226 290
Good\230.bmp  1  0 0 334 524
Good\231.bmp  1  0 0 352 509
Good\232.bmp  1  0 0 285 481
Good\233.bmp  1  0 0 378 506
Good\234.bmp  1  0 0 211 275
Good\235.bmp  1  0 0 309 437
Good\236.bmp  1  0 0 199 271
Good\237.bmp  1  0 0 303 501
Good\238.bmp  1  0 0 353 519
Good\239.bmp  1  0 0 300 493
Good\24.bmp  1  0 0 234 308
Good\240.bmp  1  0 0 281 434
Good\241.bmp  1  0 0 286 488
Good\242.bmp  1  0 0 310 554
Good\243.bmp  1  0 0 388 573
Good\244.bmp  1  0 0 320 547
Good\245.bmp  1  0 0 243 269
Good\246.bmp  1  0 0 368 572
Good\247.bmp  1  0 0 383 532
Good\248.bmp  1  0 0 199 271
Good\249.bmp  1  0 0 383 532
Good\25.bmp  1  0 0 203 305
Good\250.bmp  1  0 0 383 532
Good\251.bmp  1  0 0 329 551
Good\252.bmp  1  0 0 337 527
Good\253.bmp  1  0 0 369 522
Good\254.bmp  1  0 0 349 535
Good\255.bmp  1  0 0 353 514
Good\256.bmp  1  0 0 243 282
Good\257.bmp  1  0 0 339 526
Good\258.bmp  1  0 0 427 506
Good\259.bmp  1  0 0 371 503
Good\26.bmp  1  0 0 203 302
Good\260.bmp  1  0 0 228 275
Good\261.bmp  1  0 0 202 283
Good\262.bmp  1  0 0 408 508
Good\263.bmp  1  0 0 400 497
Good\264.bmp  1  0 0 393 502
Good\265.bmp  1  0 0 452 495
Good\266.bmp  1  0 0 452 495
Good\267.bmp  1  0 0 227 283
Good\268.bmp  1  0 0 412 521
Good\269.bmp  1  0 0 422 527
Good\27.bmp  1  0 0 205 259
Good\270.bmp  1  0 0 411 502
Good\271.bmp  1  0 0 418 547
Good\272.bmp  1  0 0 427 550
Good\273.bmp  1  0 0 186 279
Good\274.bmp  1  0 0 396 545
Good\275.bmp  1  0 0 405 485
Good\276.bmp  1  0 0 400 564
Good\277.bmp  1  0 0 441 551
Good\278.bmp  1  0 0 243 282
Good\279.bmp  1  0 0 441 551
Good\28.bmp  1  0 0 218 303
Good\280.bmp  1  0 0 407 552
Good\281.bmp  1  0 0 433 540
Good\282.bmp  1  0 0 506 511
Good\283.bmp  1  0 0 389 452
Good\284.bmp  1  0 0 455 513
Good\285.bmp  1  0 0 246 271
Good\286.bmp  1  0 0 409 496
Good\287.bmp  1  0 0 335 426
Good\288.bmp  1  0 0 274 319
Good\289.bmp  1  0 0 212 288
Good\29.bmp  1  0 0 204 303
Good\290.bmp  1  0 0 274 319
Good\291.bmp  1  0 0 230 273
Good\292.bmp  1  0 0 237 272
Good\293.bmp  1  0 0 212 274
Good\294.bmp  1  0 0 226 298
Good\295.bmp  1  0 0 230 308
Good\296.bmp  1  0 0 228 275
Good\297.bmp  1  0 0 230 308
Good\298.bmp  1  0 0 226 317
Good\299.bmp  1  0 0 240 304
Good\3.bmp  1  0 0 205 294
Good\30.bmp  1  0 0 240 295
Good\300.bmp  1  0 0 225 302
Good\301.bmp  1  0 0 240 304
Good\302.bmp  1  0 0 227 312
Good\303.bmp  1  0 0 225 322
Good\304.bmp  1  0 0 226 302
Good\305.bmp  1  0 0 229 311
Good\306.bmp  1  0 0 256 316
Good\307.bmp  1  0 0 256 316
Good\308.bmp  1  0 0 245 286
Good\309.bmp  1  0 0 221 316
Good\31.bmp  1  0 0 240 295
Good\310.bmp  1  0 0 238 321
Good\311.bmp  1  0 0 228 299
Good\312.bmp  1  0 0 238 321
Good\313.bmp  1  0 0 222 287
Good\314.bmp  1  0 0 205 291
Good\315.bmp  1  0 0 212 275
Good\316.bmp  1  0 0 214 301
Good\317.bmp  1  0 0 209 289
Good\318.bmp  1  0 0 209 289
Good\319.bmp  1  0 0 213 307
Good\32.bmp  1  0 0 211 239
Good\320.bmp  1  0 0 234 296
Good\321.bmp  1  0 0 216 292
Good\322.bmp  1  0 0 175 244
Good\323.bmp  1  0 0 219 277
Good\324.bmp  1  0 0 229 282
Good\325.bmp  1  0 0 229 282
Good\326.bmp  1  0 0 216 293
Good\327.bmp  1  0 0 214 275
Good\328.bmp  1  0 0 268 307
Good\329.bmp  1  0 0 243 290
Good\33.bmp  1  0 0 250 321
Good\330.bmp  1  0 0 213 271
Good\331.bmp  1  0 0 254 284
Good\332.bmp  1  0 0 236 290
Good\333.bmp  1  0 0 238 298
Good\334.bmp  1  0 0 195 280
Good\335.bmp  1  0 0 254 284
Good\336.bmp  1  0 0 240 273
Good\337.bmp  1  0 0 240 288
Good\338.bmp  1  0 0 240 288
Good\339.bmp  1  0 0 240 277
Good\34.bmp  1  0 0 251 295
Good\340.bmp  1  0 0 207 282
Good\341.bmp  1  0 0 239 278
Good\342.bmp  1  0 0 235 266
Good\343.bmp  1  0 0 263 283
Good\344.bmp  1  0 0 190 252
Good\345.bmp  1  0 0 195 280
Good\346.bmp  1  0 0 236 282
Good\347.bmp  1  0 0 224 279
Good\348.bmp  1  0 0 232 264
Good\349.bmp  1  0 0 218 278
Good\35.bmp  1  0 0 252 250
Good\350.bmp  1  0 0 244 285
Good\351.bmp  1  0 0 235 281
Good\352.bmp  1  0 0 204 260
Good\353.bmp  1  0 0 237 282
Good\354.bmp  1  0 0 240 270
Good\355.bmp  1  0 0 240 270
Good\356.bmp  1  0 0 226 321
Good\357.bmp  1  0 0 233 268
Good\358.bmp  1  0 0 217 270
Good\359.bmp  1  0 0 229 304
Good\36.bmp  1  0 0 233 230
Good\360.bmp  1  0 0 218 288
Good\361.bmp  1  0 0 229 304
Good\362.bmp  1  0 0 240 289
Good\363.bmp  1  0 0 195 292
Good\364.bmp  1  0 0 208 298
Good\365.bmp  1  0 0 238 298
Good\366.bmp  1  0 0 208 298
Good\367.bmp  1  0 0 219 293
Good\368.bmp  1  0 0 224 283
Good\369.bmp  1  0 0 196 310
Good\37.bmp  1  0 0 216 293
Good\370.bmp  1  0 0 191 285
Good\371.bmp  1  0 0 200 292
Good\372.bmp  1  0 0 224 284
Good\373.bmp  1  0 0 214 285
Good\374.bmp  1  0 0 211 322
Good\375.bmp  1  0 0 197 303
Good\376.bmp  1  0 0 218 255
Good\377.bmp  1  0 0 226 282
Good\378.bmp  1  0 0 180 281
Good\379.bmp  1  0 0 180 281
Good\38.bmp  1  0 0 203 262
Good\380.bmp  1  0 0 222 300
Good\381.bmp  1  0 0 188 328
Good\382.bmp  1  0 0 174 259
Good\383.bmp  1  0 0 183 257
Good\384.bmp  1  0 0 225 272
Good\385.bmp  1  0 0 183 257
Good\386.bmp  1  0 0 172 321
Good\387.bmp  1  0 0 234 271
Good\388.bmp  1  0 0 128 154
Good\389.bmp  1  0 0 153 146
Good\39.bmp  1  0 0 205 259
Good\390.bmp  1  0 0 268 334
Good\391.bmp  1  0 0 264 342
Good\392.bmp  1  0 0 256 338
Good\393.bmp  1  0 0 250 295
Good\394.bmp  1  0 0 214 304
Good\395.bmp  1  0 0 244 313
Good\396.bmp  1  0 0 225 272
Good\397.bmp  1  0 0 212 273
Good\398.bmp  1  0 0 225 279
Good\399.bmp  1  0 0 212 273
Good\4.bmp  1  0 0 205 294
Good\40.bmp  1  0 0 195 290
Good\400.bmp  1  0 0 174 262
Good\401.bmp  1  0 0 183 263
Good\402.bmp  1  0 0 187 240
Good\403.bmp  1  0 0 197 270
Good\404.bmp  1  0 0 172 244
Good\405.bmp  1  0 0 201 268
Good\406.bmp  1  0 0 193 267
Good\407.bmp  1  0 0 183 265
Good\408.bmp  1  0 0 230 285
Good\409.bmp  1  0 0 225 279
Good\41.bmp  1  0 0 197 263
Good\410.bmp  1  0 0 178 260
Good\411.bmp  1  0 0 178 260
Good\412.bmp  1  0 0 189 271
Good\413.bmp  1  0 0 181 275
Good\414.bmp  1  0 0 202 289
Good\415.bmp  1  0 0 202 289
Good\416.bmp  1  0 0 202 292
Good\417.bmp  1  0 0 191 286
Good\418.bmp  1  0 0 212 300
Good\419.bmp  1  0 0 198 289
Good\42.bmp  1  0 0 216 292
Good\43.bmp  1  0 0 235 271
Good\44.bmp  1  0 0 280 260
Good\45.bmp  1  0 0 251 295
Good\46.bmp  1  0 0 225 201
Good\47.bmp  1  0 0 290 393
Good\48.bmp  1  0 0 226 387
Good\49.bmp  1  0 0 210 333
Good\5.bmp  1  0 0 202 303
Good\50.bmp  1  0 0 198 293
Good\51.bmp  1  0 0 229 280
Good\52.bmp  1  0 0 196 285
Good\53.bmp  1  0 0 188 303
Good\54.bmp  1  0 0 202 286
Good\55.bmp  1  0 0 224 278
Good\56.bmp  1  0 0 193 267
Good\57.bmp  1  0 0 208 285
Good\58.bmp  1  0 0 196 277
Good\59.bmp  1  0 0 219 272
Good\6.bmp  1  0 0 196 302
Good\60.bmp  1  0 0 195 272
Good\61.bmp  1  0 0 213 283
Good\62.bmp  1  0 0 213 283
Good\63.bmp  1  0 0 242 276
Good\64.bmp  1  0 0 204 280
Good\65.bmp  1  0 0 233 258
Good\66.bmp  1  0 0 231 278
Good\67.bmp  1  0 0 190 280
Good\68.bmp  1  0 0 231 289
Good\69.bmp  1  0 0 228 279
Good\7.bmp  1  0 0 202 315
Good\70.bmp  1  0 0 250 279
Good\71.bmp  1  0 0 212 279
Good\72.bmp  1  0 0 205 275
Good\73.bmp  1  0 0 205 272
Good\74.bmp  1  0 0 203 272
Good\75.bmp  1  0 0 236 297
Good\76.bmp  1  0 0 203 272
Good\77.bmp  1  0 0 232 259
Good\78.bmp  1  0 0 211 273
Good\79.bmp  1  0 0 197 295
Good\8.bmp  1  0 0 207 315
Good\80.bmp  1  0 0 224 276
Good\81.bmp  1  0 0 197 267
Good\82.bmp  1  0 0 199 252
Good\83.bmp  1  0 0 199 252
Good\84.bmp  1  0 0 206 259
Good\85.bmp  1  0 0 192 253
Good\86.bmp  1  0 0 192 271
Good\87.bmp  1  0 0 234 275
Good\88.bmp  1  0 0 216 260
Good\89.bmp  1  0 0 211 273
Good\9.bmp  1  0 0 194 307
Good\90.bmp  1  0 0 205 246
Good\91.bmp  1  0 0 202 240
Good\92.bmp  1  0 0 202 240
Good\93.bmp  1  0 0 237 277
Good\94.bmp  1  0 0 196 249
Good\95.bmp  1  0 0 209 279
Good\96.bmp  1  0 0 179 247
Good\97.bmp  1  0 0 236 265
Good\98.bmp  1  0 0 190 257
Good\99.bmp  1  0 0 234 275
